result,desc
0418.jpg,"자존심을 지켜야 할지, 돈을 쫓아야 할지 하루종일 혼란스러운 날입니다.목표가 돈이라면 자존심을 굽혀야 겠지요. 하지만 그 돈이 의미가 없거나 부정적인 것이라면 어느새 물거품 처럼 사라질 것입니다. 돈이 꼭 필요한 당신이라면 오늘의 금전운은 나쁘지 않습니다. 쓸만큼의 돈은 들어오겠습니다."
0419.jpg,차분하게 시작하는 하루가 되겠습니다.조용한 듯 일이 돌아가지만 사실은 이런 날이 당신에게는 더 도움이 될 것입니다.바쁘게 일하느라 놓친 부분을 정리하고 내실을 기하는 날로 삼으시는 것이 좋습니다.금전운은 좋은 날입니다. 자신의 분수에 맞는 돈이 들어오는 날입니다.
0420.jpg,"긍정적인 기운이 당신을 도와주어 일도 잘 풀리고 행복한 하루가 되겠습니다.자영업인이라면 손님이 많은 날입니다. 그만큼 수입도 많이 들어오겠지요.직장인이라면 직접적인 금전운은 없을지 몰라도 주변 사람들로 부터 인정을 받는 날입니다. 즉, 재물복 보다는 인복이 좋아지는 날입니다."
0421.jpg,하는 일이 잘 풀리지 않아서 자존심이 상하는 날입니다.게다가 감정적으로 더 힘들어지는 날이라서 우울증에 걸릴 수도 있을 것입니다.자존심은 강한데 일은 안 풀리니 남보다 더 힘들게 느껴지는 것입니다.잠시 자존심을 접고 자기 현실을 직시한다면 오히려 해답이 보일 것입니다. 아닌 것은 빨리 포기하는 것이 좋습니다. 금전운 역시 안좋습니다. 돈줄이 막히는 때입니다.
0422.jpg,"자신감이 넘쳐서 활기차게 일하는 날입니다. 실력보다 더 운이 좋은 날이라 할 수 있습니다.금전운 역시 뜻하지 않은 돈이 들어올 수 있고, 주변사람들의 도움을 받을 수도 있습니다.그렇다고 너무 자만심에만 빠져 있지는 말아야 겠지요.벼는 익을 수록 고개를 숙인다는 말이 있듯이 겸손하게 행동하는 것도 잊지 않는다면오늘하루는 완벽하게 보내실 수 있습니다."
0423.jpg,자신감에 넘쳐서 일을 벌리는 날입니다. 그러나 자칫 경거망동하여 자기 능력보다 더 일을 크게 벌리게 될 수 있습니다. 그렇게 되면 오래가지 못해서 금방 실증을 느끼고 버거워 할 것입니다. 또한 의욕이 넘치는 나머지 여러가지 일을 벌려서 오히려 한가지 일에 집중하지 못하여 금전적인 손해를 볼 수 있습니다. 이럴때 일 수록 자기 분수에 맞게 행동하는 것이 좋겠습니다.
0424.jpg,하는 일이 큰 문제는 없지만 양에는 차지 않는 날입니다. 평소실력이 나오지 않아서 실망할 수도 있습니다. 자존심 강한 당신이기에 더욱 상처를 입을 수도 있습니다.원숭이도 나무에서 떨어질 수가 있듯이 자신있는 일이라도 오늘은 다시한번 점검하고 일에 임하는 것이 좋겠습니다. 또한 오늘은 다른 사람에게 도움을 청하는 것도 좋은 방법입니다.금전운은 좋지 않습니다. 겨우 일한 만큼의 댓가만 들어오겠습니다.
0425.jpg,적당히 만족하고 적당히 일이 잘 풀리는 날입니다.자존심강한 당신에게는 양에는 차지 않겠지만 쉬어가는 날도 필요하지요.강한 인상의 당신이지만 오늘은 사람들에게 호감을 사는 날이기도 합니다.주변사람들과 인맥관리를 하는 날로 보내신다면 의미있는 하루가 될 것입니다.
0426.jpg,당신 혼자서도 충분히 능력이 있지만 오늘은 사람들에게 친근감을 주는 날이므로 주변사람들로 부터 도움을 받는 날입니다.영업인이라면 고객을 많이 만날 수 있고 계약도 아주 잘 되는 날입니다.자존심이 강해서 외로운 황제처럼 지내던 당신에겐 더 없이 좋은 날이지요.재물복보다 인복을 더 귀중하게 여긴다면 훨씬 더 행복할 것입니다.
0427.jpg,오늘 하루의 금전운은 아주 좋습니다.생각지 않았던 큰 돈이 들어올 수 있습니다.하지만 사업적인 면에서는 일이 성사가 안 될 수도 있습니다.상대방을 만만하게 봤기 때문이지요. 상대방 역시 자존심 강하고 능력있는 사람이기 때문입니다.오늘은 특히 자존심을 버리고 상대방의 능력을 인정해준다면 그것이 다시 당신에게 복이 되서 돌아올 것입니다.
0428.jpg,자신감 있게 하루일이 시작되겠습니다.활발하고 역동적으로 움직이겠습니다. 영업인에게 더 좋은 날이겠지요.바쁘게 움직인 만큼 수입이 많이 생기기는 하지만 돌아다니는 만큼 지출도 많아지는 날입니다. 그러나 발전적인 날이니 손해보는 날은 아닙니다.
0429.jpg,자존심때문에 하는 일이 힘들어질 수가 있습니다. 자존심 때문에 직장을 관두려는 마음도 생길 수 있습니다. 또한 자존심 때문에 금전융통이 어려워질 수도 있습니다. 오늘은 자존심을 부려봤자 손해만 입는 날이니 자존심을 접고 조용히 자기 일에 충실해야 할 것입니다.
0430.jpg,일이 활기차게 진행되고 바쁘고 역동적인 날입니다.금전운도 역시 좋습니다.지출이 많기도 하지만 그에 못지 않게 큰돈이 들어올 수 있는 좋은 날입니다.무엇보다 사람들을 많이 만나게 되는 날입니다. 사람들의 도움으로 일이 잘 되는 것이니 만큼자존심을 버리고 사람들과 잘 어울리어 인맥관리를 잘 해야할 때입니다.
0431.jpg,"하는 일마다 꼬이고 , 고객들과 만날 계획이 있었어도 무산될 수 있는 힘든 하루가 되겠습니다.금전운 역시 좋지 않습니다. 손해보기 쉬운 날입니다. 직장내에서도 자존심이 상할일이 생겨서 자칫 관두려는 마음이 들 수도 있습니다. 게다가 오후에는 과한 술자리가 생겨서 건강도 헤칠 수 있는 위험한 날이니 되도록이면 일찍 귀가하는 것이 그나마 손해를 줄일 수 있는 방법일 것입니다."
0432.jpg,자신감에 차서 일을 벌리고는 있지만 아직은 안정권에 들지 못해서 많이 혼란스러운 때입니다.직장인이라면 직장을 관둘 마음도 생길 수 있습니다.금전 역시 수입보다는 지출이 많은 날이 되겠습니다.빨리 안정권에 들길 바라지만 아직은 시기상조입니다.주위 사람의 도움이 필요할 때이니 자존심을 버리고 도움을 청한다면 훨씬 빨리 일이 풀릴 것입니다.
0433.jpg,하는 일이 안정권에는 들었지만 크게 재미는 느끼지 못하는 날입니다. 그러나 점점 발전하는 형상이니 내일은 오늘보다 더 나은 재물이 들어올 것입니다. 아직은 자신을 드러내지 말고 조용히 자기 일에 전념하는 것이 좋습니다.오늘의 금전운은 평상정도의 수입이 되겠습니다.
0434.jpg,일이 활발하게 진행되니 자신감도 넘치게 되고 아주 행복한 날이 되겠습니다.그러나 너무 자만감에만 빠져 있다면 더이상의 발전은 없겠지요.일이 잘 풀릴 수록 겸손한 마음을 갖고 경거망동하지 말아야 할 것입니다.금전운은 아주 좋습니다. 큰 수입이 생기겠습니다.
0435.jpg,"하는 일이 완성단계에 접어들긴 했지만 막바지 진통이 기다리고 있는 날입니다.아마도 오늘이 가장 힘든 날중 하나일 것입니다.금전운 역시 막히겠고, 지출이 더 많은 날입니다.그러나 알곡과 쭉정이를 골라내기 위한 마지막 시련이라 생각하고 끝까지 최선을 다해야 할 것입니다. 시련을 견뎌낸 당신이라면 반드시 큰 복이 따를 것입니다."
0436.jpg,자존심에 걸맞는 만큼의 돈이 들어오는 날입니다. 하는 일도 아주 잘 풀리고 왕성하게 돌아가는 때입니다. 당신의 인생에 있어서 가장 의미있는 날중 하나가 될 수 있습니다. 그동안 꿈을 갖고 있었다면 그 꿈을 실천하게 될 것입니다. 마음속에만 갖고 있지 말고 꿈을 펼치시기 바랍니다. 운이 따라주기 때문입니다.
0437.jpg,자신감에 차서 일을 진행해 나가는 것은 좋지만 에너지를 너무 과하게 쓰려 하겠습니다. 인생은 단거리 경주가 아니라 마라톤이지요. 처음에는 열정적으로 활동할 수 있지만 곧 지칠 수도 있을 것입니다.보다 멀리 미래를 생각한다면 양적인 발전도 좋지만 내실을 기하고 차분하게 일을 진행하는 것이 더 중요할 것입니다. 금전운은 나쁘지 않습니다. 하지만 과욕을 부린다면 오히려 사기를 당할 수도 있습니다. 조심하시기 바랍니다.
0438.jpg,자존심에 비해서 하는 일은 겨우 겨우 유지해 가는 날입니다.아직은 성공할 때가 아니기 때문입니다. 지금은 자존심을 버리고 조용히 자기일을 해 나가거나 실력을 더 쌓을 때입니다. 그렇다면 머지 않은 미래에 불같이 일어날 것입니다.오늘의 금전운은 큰 돈은 들어오지 않지만 손해는 보지 않는 무난한 날입니다.
0439.jpg,"현재 하는 일이 무난하게 흘러가는 때입니다. 편안하게 여유를 즐기는 것이 좋은데정작 당신은 보다 발전적인 일을 꿈꾸다 보니 또 다른 일을 벌릴수도 있을 것입니다.지금은 사업운이나 금전운이 좋은 때라서 일을 벌려도 나쁘지는 않을 것입니다. 단 자신의 분수를 알고 능력에 걸맞는 것인지, 과욕을 부리는 것은 아닌지 신중하게 검토하는 것이 우선되어야하겠지요."
0440.jpg,"문서운이 좋은 날입니다. 큰 거래가 성사될 수 있고, 합격운도 있는 날입니다.금전운 역시 큰 돈이 오고가겠습니다. 하는 일도 아주 왕성하게 잘 되는 날입니다.사업을 새로 시작해도 좋은 때입니다. 오늘과 같은 날이 많은 것은 아닙니다. 용기를 갖고 새로운 일을 도전해 보시기 바랍니다."
0441.jpg,"사업을 하고 있다면 크게 사업을 벌리는 운이고 사업 역시 번창할 때입니다.그러나 번창하는 만큼 지출도 많을 때입니다.지금은 안정적인 수입보다는 몸집을 불리는 때이니 과감하게 일을 벌리는 것도 나쁘지 않을 것입니다.단, 라이벌 역시 막강한 힘을 갖고 있다고 하니,, 주변경계도 철저히 해야할 것입니다."
0442.jpg,지적인 활동이 활발해 지는 날입니다.직장인이라면 업무 실적이 좋아져서 실력을 인정받기 아주 좋은 날입니다.수험생이라면 더할 나위없이 공부가 잘 되겠지요.금전운은 큰 돈은 들어오지 않지만? 손해는 없는 날입니다.
0443.jpg,오늘은 하는 일마다 꼬일 수 있습니다.자존심 강한 당신에게는 더 민감하게 느껴질 수 있습니다.주변 동료들과 괜한 말다툼이 벌어질 수 있습니다.쓸데 없는 자존심을 내세우느니 차라리 사람들과 좀 떨어져서 자기 일에 빠지는 것이 더 나은 방법이 아닐까 합니다.금전운은 손해보기 쉬운 날입니다. 되도록이면 외출을 삼가시는 것이 좋습니다.
0444.jpg,두되회전이 잘되는 날입니다. 활발하게 돌아다니는 일보다는 차분하게 앉아서 지적인 활동을 하는 것이 더 좋습니다. 아이디어가 잘 떠올라서 밀렸던 업무도 완성할 수 있을 것입니다.상사에게 인정을 받을 수도 있습니다.금전운은 횡재수는 없지만 안정된 수입이 있겠습니다.
0445.jpg,프로젝트를 맞고 있다면 진행이 잘 되지 않는 날입니다.신경도 예민해 져서 동료들과 마찰도 생길 수 있습니다.하지만 부?H치면 부?H칠 수록 자존심만 상처받을 수 있는 안좋은 때이니 오늘은 자존심을 부리지 말고 조용히 자기일에만 몰두하는 것이 좋겠습니다.금전운 역시 들어오기로 되 있던 돈도 들어오지 않아 손해볼 수 있는 날입니다. 조심하시기 바랍니다.
0446.jpg,현재 하는 일이 적성에 맞는지 안맞는지 혼란스러워 지는 날입니다.일도 손에 잡히지 않고 괜히 불안해 지고 동료들과 다툼이 생길 수도 있는 위험한 날입니다.이런 날은 한 발 물러나서 교외로 나가서 잠시 혼란스런 생각을 접고 자연의 기운을 맞고 오는 것이 더 현명한 방법이 아닐까 합니다.금전운은 큰 수입은 없는 날입니다.
0447.jpg,전반적으로 차분한 하루가 되겠습니다.바쁘게 움직여야 하는 영업인에게는 그다지 좋은 날은 아니지요.하지만 주변 정리를 한다거나 미래를 대비하여 공부를 하기에는 더 없이 좋은 날입니다.금전운은 무난한 편입니다. 큰 돈은 들어오지 않지만 손해는 보지 않는 날입니다.
0448.jpg,직장내나 사업장에서 자신의 의견이 중요하게 받아들여지는 좋은 날입니다.당신의 능력이 인정을 받는 날이지요.일이 잘 풀리니 역시 금전운 또한 좋습니다.목돈이 들어올 수 있습니다.
0449.jpg,상사와 의견대립이 있을 수 있는 날입니다.그러나 오늘은 싸움에서 지는 날입니다. 괜히 자존심만 다칠 수 있으니묵묵히 자기의 일에만 전념하시는 것이 좋습니다.금전운 역시 돈이 들어올 곳이 있더라도 막히는 위험한 날입니다.미리 미리 확인하시기 바랍니다.
0450.jpg,프로젝트를 준비중이라면 오늘은 그 일을 완성하는 날입니다.일의 완성으로 인해 실력도 인정받는 아주 좋은 날입니다.금전운 역시 좋습니다. 자신의 능력에 걸맞는 큰 재물이 들어오겠습니다.
0451.jpg,자신감을 너무 드러내면 오히려 구설수에 오를 수 있습니다. 조심해야 하는 날입니다.세상은 자신보다 잘난 사람을 싫어하지요. 자신의 능력이 출중하다고 해도 너무 드러내려 하지말고 겸손하게 행동해야 할 것입니다.금전운은 나쁘지 않은데 과욕을 부리면 오히려 손해가 날 수 있습니다. 무리하게 주식투자를 할 수 있으니 신중하게 판단해야겠습니다.
0452.jpg,원래는 자존심 강하고 능력이 좋은 당신이지만 오늘은 능력발휘를 다 하지 못하는 날입니다. 자존심에 상처를 입을 수 있습니다.자신의 능력만 믿고 상대방을 만만히 봤기 때문입니다. 또한 타성에 젖어서 준비가 철저히 안 된 것도 문제입니다. 보다 신중하게 점검하여 아쉬움을 남기지 않아야 할 때입니다.금전운은 뜻하지 않은 손해를 볼 수 있는 날입니다. 특히 아랫사람에게 돈이 나갈 수 있습니다.
0453.jpg,"오늘은 무난하게 일처리가 되는 날입니다.좋지도 나쁘지도 않고 차분하게 진행되는 만큼, 금전운 역시 큰 돈은 들어오지 않지만 손해도 보지 않는 날입니다. 또한 바쁘게 움직이지도 않으니 영업인에게는 밋밋한 날이 될 수 있습니다. 이런 날은 밖분주하게 움직이기 보다는 내실을 기하기 위해서 부족한 지식을 쌓는 것이 더 효과적이라고 할 수 있겠습니다."
0454.jpg,"문서운이 있는 날입니다.수험생 이라면 합격운이 좋고, 사회인이라면 계약이 성사되기 좋은 날입니다.승진운도 있습니다.금전운은 그동안 못받았던 돈을 받을 수 있는 날입니다. 밀린 임금을 받는 다거나 빌려준 돈을 받을 수 있는 날입니다."
0455.jpg,"일도 잘 풀리고 금전운도 좋습니다. 그렇기에 자신감이 하늘을 찌르는 날입니다.하지만 라이벌이 당신을 지켜보고 있다는 것을 명심해야 합니다.당신이 현실에 안주하고 있을동안 ,상대방은 부지런히 실력을 쌓고 있을 수 있습니다.어떤 사람이 결국에는 이기게 될까요?"
0500.jpg,"금전운 자체는 나쁘지 않아서 돈은 많이 들어오지만 지출 역시 많아져서 결국에는 실속이 없는 날입니다.주변 사람, 가족때문에 지출을 하게 되는데 막상 좋은 소리도 못들을 수 있습니다.꼭 필요한 지출인지를 다시한번 생각해 보고 현명하게 행동해야할 때입니다."
0501.jpg,주변 사람들로 부터 사람좋다는 소리는 많이 듣겠지만 금전적으로 실속은 없는 날입니다.?너그럽고 성격좋은 것도 좋지만 자기 것을 먼저 챙겨야 하지 않을까요?주변 사람들과 어느정도 거리를 두고 지내며 공과 사를 구분하려 노력해야할 때입니다.
0502.jpg,힘들여 일하지도 않았는데 적당히 재물이 생기는 때입니다.그러므로 돈이 들어와도 자기것이 되지 않고 밤에는 술자리에서 다 쓴다든가 외출을 해서 돈을 다 쓸 수 있겠습니다. 또한 비현실적이고 낭만적으로만 살고 싶은 마음때문에 마음이 콩밭에 가 있을 수 있습니다. 현실적이고 경제적인 안정도 중요하게 생각해야 할 때입니다.
0503.jpg,"일은 손에 안 잡히고 괜한 것에 신경이 쓰이는 날입니다.종교나 낭만, 여행,, 등 현실을 벗어나고 싶은 마음이 커지기 때문입니다.다른데 신경쓰다 정작 본업은 소홀할 수 있고, 급기야는 금전운 역시 안좋아지게 되니 조심하시기 바랍니다."
0504.jpg,"현실에 맞게 착실하게 살아야 할지 , 꿈을 쫓아서 살아야 할지 혼란스러워 지는 날입니다.돈이 좀더 모이면 자신의 꿈을 이루겠다는 마음이지만혼란스럽다 보니 일이 손에 잡히지 않아서 금전운은 나아질 기미가 없게 됩니다.금전운이 나쁘다 보니 꿈도 멀어져만 가고,,,꿈을 이루고 싶다면 경제적인 안정이 우선되어야 할 것입니다."
0505.jpg,자기일 보다는 남일에 신경쓰느라 정작 자신의 것은 실속이 없을 수 있습니다.남을 위해서 일을 하는 것이 의미 있고 꼭 해야 하는 것이 아니라면 자제해야할 필요가 있을 것입니다.금전운은 원래는 손해는 보지 않는 날이지만 주변 사람들때문에 돈이 나갈 수 있으므로 조심해야 합니다.
0506.jpg,금전운도 좋고 하는 일도 잘 풀리는 날이지만현실도피를 하고 싶은 마음이 들기도 할 때입니다.그러나 훌훌털고 떠나기에는 현실적으로 바쁘고 돈도 잘 벌리기 때문에 마음만 힘들 것입니다.피할 수 없으면 즐기라는 말이 있듯이 오늘은 현실에 충실하고 나중에 멋진 황혼을 보내심은 어떤지요?
0507.jpg,겉으로는 화려해 보이지만 실속은 없는 날입니다.영업인 이라면 고객은 많이 만날 수 있어도 실제로 계약이 되는 건수는 적습니다.금전운 역시 오늘은 수입 보다는 지출이 많은 날입니다.또한 아랫사람에게 자존심 상할 일이 생기는데 우유부단 하게 행동해서 발생하는 일입니다.보다 확실하게 자신의 주장을 보여주는 것이 좋습니다.
0508.jpg,금전운도 좋고 하는 일도 잘 풀리지만 정작 당신 자신은 실속이 없다 느끼는 날입니다.다른 꿈을 갖고 있기 때문입니다.그러나 지금은 현실에 충실해야 하는 때입니다.현재 하는 일에 충실하고 현재의 금전운에 만족한다면 더 없이 행복한 하루가 될 수 있을 것입니다.
0509.jpg,횡재수가 있는 날입니다.그대신 정작 본인이 하는 일에는 소홀해지는 날이기도 합니다.순간적으로 손에 재물이 쥐어지는가 싶지만 어느순간 물거품 처럼 사라질 수 있습니다.자신의 본업에 충실하는 하루가 되십시요.
0510.jpg,겉으로는 화려하게 일이 진행되지만 그에 따른 수입은 저조한 날입니다.한마디로 빛좋은 개살구라 할 수있습니다.너무 외형에만 신경을 쓰는 것은 아닌지요? 보여지는 면도 중요하지만 내실을 기하는 것이 먼저여야할 것입니다.
0511.jpg,하는 일이 편안하고 무난하게 흘러가는 날입니다.금전운 역시 수입이 적당이 들어오는 날입니다.마음의 여유가 있고 욕심도 없는 당신이라면 만족한 하루가 될 것입니다.꼭 돈이 많아야 행복한 것은 아니지요. 물질적인 행복보다는 정신적인 여유로움이 더 삶을 풍요롭게 만들 수도 있을 것입니다.
0512.jpg,현재 하는 일이 아주 왕성하게 잘 돌아갈 때입니다.금전운 역시 안정적이고 큰 돈도 들어올 수 있는 좋은 날입니다.그러나 당신의 마음이 다른 곳에 가 있는 것이 문제입니다.일을 접고 공부를 하고 싶거나 여행을 가고 싶어할 수 있습니다. 그러다 보니 돈이 들어와도 자기것으로 만들지 못하고 남좋은 일을 시킬 수도 있을 것입니다. 자기것을 확실하게 챙겨야할 때입니다.
0513.jpg,현재만 보면 사업이 왕성하게 잘 돌아가는 것 같지만 사실은 지는해 라고 할 수 있습니다.예전 같지 않게 마음이 약해져서 일에서 손을 놓고 싶은 마음이 들것입니다.이제부터는 현실적인 안정도 중요하지만 보다 먼 미래를 위해서 준비를 해야할 때입니다.오늘의 금전운은 아주 좋습니다.큰 돈이 들어오는 날입니다. 하지만 자기 것은 되지 못하고 아랫사람을 위해서 돈이 나갈 수 있습니다
0514.jpg,현실에서 벗어나서 낭만적으로 살고 싶은 마음이 드는 날입니다.현재 하는 일이 마음에 들지 않는 것은 아니지만 현실적인 만족보다는 보다 정신적인 만족을 얻고자 하니 일이 손에 잡히지 않는 것입니다.그러나 금전적운은 좋습니다. 약간의 횡재수도 있습니다. 하지만 돈이 들어왔다 해도 어느샌가 돈이 사라질 수 있습니다. 재물에 대해 지키려는 책임감이 부족하기 때문입니다.
0515.jpg,겉으로는 점잖게 일에 임하는 듯 하지만 마음은 무척 산만한 날입니다.마음이 콩밭에 가 있으니 일이 손에 잡히지 않을 것입니다. 금전운 역시 좋지 않겠습니다.실체도 없는 마음에 휘둘리지 말고 일에 전념하시기 바랍니다.
0516.jpg,현실적인 행복 보다는 정신적인 행복을 느끼는 날입니다.봉사활동을 한다든가 아랫사람때문에 에너지를 쓰는 날입니다.그래서 금전운은 오히려 지출이 많은 날입니다. 하지만 쓸만큼은 들어오는 날입니다.
0517.jpg,현재도 하는 일이나 금전적인 상황은 나쁘지 않은 편인데 양에 안 찬다고 느끼게 되는 날입니다.현실부정을 하다보니 일이 손에 잡히지 않고 자꾸 꿈만 쫓게 되겠습니다.그렇게 되면 결국에는 사업이 부진하게 되고 금전운 역시 나빠질 수 있습니다.확실한 미래를 찾지 못했다면 일단은 현재에 충실한 하루가 되시길 바랍니다.
0518.jpg,계약건이나 문서잡을 일이 있는 분들은 조심하시기 바랍니다.그 일에 집중해야 하는데 마음에 갈등이 많고 혼란스러워서핵심을 말하지 못하고 상대방의 마음을 잡지 못할 수 있습니다.계약이 틀어질 수 있으니 마음가짐을 확고하게 해야할 것입니다. 금전운 역시 들어올 돈이 들어오지 못해서 손해를 많이 볼 수 있는 날입니다.미리 미리 대비하시고 확인하시기 바랍니다.
0519.jpg,"원래는 현실적인 욕심보다는 낭만적으로 살아가길 바라는 당신인데요즘은 돈 욕심이 많이 생기는 때입니다. 이걸 해 볼까 저걸 해볼까,, 우왕좌왕 하게 되고 한가지 일을 꾸준히 하지 못하게 될 수 있습니다.금전운은 돈 욕심만 많이 나는 때지 실제로 큰 돈이 들어오기는 힘듭니다.현실 상황에 맞춰서 한 발 한 발 나아가는 것이 오히려 금전운이 좋아지는 지름길이라는 것을 잊지 마시기 바랍니다."
0520.jpg,인기가 많아지는 날이고 사람들에게 호감을 사는 날입니다.혼자서 돈을 벌기 보다는 주변 사람의 도움으로 일이 잘 풀리는 날입니다.이때 주변 사람관리를 잘 했었다면 더욱더 큰 도움을 받았겠지요.당신은 인복이 좋은 분이니 앞으로도 인맥관리를 잘 하시기 바랍니다.
0521.jpg,"현재 하고 있는 일이 당신에게 잘 맞고 열심히 일도 하고 있지만오늘은 결과물에 대한 막바지 고통으로 갈등이 심한 날입니다.적성에 맞는 것 같지도 않고 금전운도 좋아지는 것 같지 않아서 힘들어 하게 됩니다.하지만 오늘이 지나고 나면 조금씩 일에 대한 결과가 보이기 시작하고 금전운도 좋아지기 시작할 것이니 , 조금만 더 힘을 내서 완성의 기쁨을 맛보시기 바랍니다."
0522.jpg,일보다는 인맥관리에 신경쓰는 때입니다. 주변 사람들과 친하게 지내게 되는 때입니다.금전운 역시 일해서 돈을 벌기 보다는 주변 사람의 도움을 많이 받을 수 있습니다.그러나 자칫하면 사람좋다는 평판은 얻을 수 있어도 실속없는 사람이란 소리를 들을 수 있습니다.자기 일도 철저히 해서 자기것을 지켜나가야할 때입니다.
0523.jpg,일은 화려하게 벌리게 되는 때입니다. 겉으로는 거창하게 돌아가니 금전운도 좋은 듯 보이는 때입니다.그러나 자칫 실속이 없을 수 있습니다. 남에게 보여지는 겉모습만 신경쓸때가 아니라 내실을 기해야 할때입니다. 자칫하면 빛좋은 개살구가 되서 금전적으로 힘들어질 수도 있으니까요.
0524.jpg,자신감이 떨어지고 마음이 약해질 수 있는 날입니다.하는 일에 대한 의욕도 떨어지게 되고 고민에만 빠질 수 있습니다.그래도 금전운은 평상 정도의 수입은 들어오는 날이니너무 소심하게 행동하지 말고 자신감을 찾아야할때입니다. 자기 자신이 가장 잘 할 수 있는 것을 찾고 분수에 맞는 삶을 살아가려 한다면 의욕은 다시 살아날 것입니다.
0525.jpg,모든 일이 평상적으로 돌아가는 때입니다. 좋지도 나쁘지도 않는 날입니다. 금전운 역시 자기 분수에 맞게 돈이 들어오는 때입니다. 오늘은 일보다는 취미생활에 빠진다거나 사람들을 만나서 대화를 한다거나 분위기를 즐기는 때입니다. 하루쯤은 망중한을 즐기는 것도 삶의 활력소가 되지 않을까요?
0526.jpg,"현실적으로 성공해야겠다는 마음보다는 감상적으로 판단하게 되는 날입니다.사업을 시작하려 한다면 아이템을 잘 선택했는지를 다시한번 따져봐야 할 때입니다.이미 사업을 하는 분이라면 현실적으로 약지가 못하기 때문에 손해보는 일도 있을 것입니다. 그러나 사람좋다는 소리를 들을 수 있고, 주변 사람의 도움을 받을 수 있습니다. 금전운 역시 수입이 적당히 생기는 날이기는 하지만 마음이 약해서 주변사람들에게 퍼주는 일도 생기겠습니다."
0527.jpg,당신은 외유내강 타입이라서 사업가라면 직원들에게 부드러운 카리스마로 대하는 아주 멋진 분입니다.직장인이라도 동료들과 잘 지내고 자기 것도 잘 챙기는 실속파 라고 할 수 있습니다.그러므로 금전운 역시 좋습니다. 조용히 돈을 버는 날입니다.주식이 오른다든지 남모르는 비자금이 생길 수 있는 날입니다.
0528.jpg,영업인에게는 아주 좋은 날입니다.주변의 사람들에게 인기가 많은 당신이기에고객들을 만나면 계약도 아주 잘 될 것입니다. 따라서 금전운 역시 왕성하다고 할 수 있습니다.직장인에게는 실력을 인정받아서 오히려 업무가 많이 주어지는 날이므로 좀 고생스러울 수 있습니다.하지만 사람들에게 인정받는 날이므로 행복한 하루 이지요. 금전운 역시 약간의 수입이 있는 날입니다.
0529.jpg,일이 손에 잡히지도 않고 마음만 답답한데 어디론가 가고 싶지만 마음대로 갈 수도 없는 처지여서 아주 힘든하루가 되겠습니다.금전운 역시 손해보는 날입니다.그러다 저녁때는 지인들과 만나서 술자리를 갖는다든가 모임을 갖게 되는데 그 때는 사람들과 마음은 잘 통하게 될 것입니다. 수다를 떨면서 힘들었던 하루를 마무리 하는 것도 정신건강에 도움이 되지 않을까 합니다.
0530.jpg,"자신감에 넘쳐나는 하루 입니다.통크게 일을 벌리긴 하는데,, 자신의 실력을 점검해 봐야 할때 입니다.아직 일에 대한 완성도는 떨어지는데 돈만 벌려는 마음은 아닌지요?욕심을 너무 부린다면 오히려 손해 볼 수도 있을 것입니다.하지만, 주변 사람들과 어울려 지내면서 도움을 받는다면 배우는 것도 많고 수입도 많이 생길 것입니다."
0531.jpg,전반적으로 답답하게 흘러가는 날입니다.마음도 공허하고 되는 일도 없는 것 같아서 힘들 수 있습니다.그러나 당신이 너무 소극적으로 일에 임하는 것은 아닌지요?현재의 답답한 상황을 적극적으로 해결해 나가려는 마음이 조금 부족한 상태입니다.현실과 이상 사이에서 헤매지 말고 현실적으로 해결해 나갈 일을 찾아서 그것부터 해결한다면 보다 가벼워 지지 않을까요?금전운은 들어올 돈이 막혀서 손해나기 쉽습니다.
0532.jpg,"일을 벌려야 할지 말아야 할지 혼란스러운 마음이 크게 드는 하루 입니다.하고 싶은 일이 많아서 어떤 것이 자신에게 맞는 것인지 혼란스러울 뿐입니다.그러나 문제는 꿈은 많은데 반해서 현실성이 떨어진다는 것입니다.자신이 하고 싶은 것이 현실적으로 맞는지를 신중하게 생각해야 할 것입니다.또한, 자꾸 꿈이 바뀌는 것도 문제입니다. 한 우물을 파야 금전운 역시 좋아지겠지요.오늘의 금전운은 별로 좋지 않습니다. 결과물이 별로 없는 날이기때문입니다."
0533.jpg,"당신에게 좋은 기회가 오게 되는데그 기회를 잡을 까 말까,, 를 고민만하게 되는 날입니다.자신에게 맞는 일인지 아닌지 확신이 없어서 미루는 것도 있겠지만, 적극적으로 현실에 뛰어들려는 의욕이 부족한 탓도 있을 것입니다.행동은 안하고 공상에만 빠져있다면 결과물은 손에 쥐어지지 않을 것입니다.금전운 역시 약한 편입니다. 현실을 직시하고 자기 분수에 맞는 일을 찾아서 열심히 일한자에게만 하늘도 복을 내려주실 것입니다."
0534.jpg,일은 크게 벌려져 있고 잘 돌아갈지 모르지만 실속은 없을 수 있는 날입니다.지금까지는 몸집을 부풀리는 시기였다면 이제부터는 내실을 기해야 하지 않을까요?정리할 점은 정리하고 자기가 정말 잘 할 수 있는 점만을 골라서 사업을 해 나가는 것이 좋겠습니다.금전운은 나쁘지는 않고 돈이 잘 돌긴 하지만 자기 것이 되지는 않는 날입니다.
