result,desc
0610.jpg,만나고 있는 이성이 당신의 양에 차지 않아서다른 이성에게 한눈을 팔게 되는 날입니다.그러다 보니 진지한 연애 보다는 가볍게 즐기려는 마음이 강하게 되는데물론 즐거운 것도 좋지만한 사람에게 안주하지 못하여 마음은 오히려 공허할 수 있습니다.현재 연인에게 집중하려는 마음을 갖도록 노력해야 할 때입니다.
0611.jpg,"현재 만나고 있는 이성이 있다면, 아주 무난하고 착한 타입인데너무 착하다 보니 만만하게 생각되기도 할 것입니다.다른 이성에게 눈을 돌리게 될 수도 있습니다. 자칫하면 바람이 날 수도 있으니 조심하시기 바랍니다.현재 쏠로라면 오늘은 밖에 나가신다면 괜찮은 사람을 만날 수 있는 날입니다.집에만 있지 말고 데이트를 즐기시거나 소개팅을 해 보는 것이 좋겠습니다."
0612.jpg,"현재 사귀는 이성이 있다면 그 분은 당신에게 꼭 필요한 사람입니다.반면 , 당신은 즐기려는 마음이 강하기 때문에 현실을 도피하려 하고 다른 이성을 만나려 할 수도 있습니다. 그러다 좋은 사람을 놓칠 수 있지요.있을때 잘하시어 좋은 사람이 떠나가지 않게 하시기 바랍니다."
0613.jpg,현재 만나는 이성이 있다면 당신은 단지 가볍게 즐기려는 마음이었지만상대방은 아주 야무지고 자존심 강한 분이라서 당신이 이끌려다닐 수 있게됩니다.그것이 싫지만 않다면 상대방에게 주도권을 주고 편하게 지내는 것도 나쁘진 않을 것입니다.오늘은 연애운은 좋은 날입니다. 멋지고 괜찮은 킹카 (퀸카) 를 만날 수도 있는 날입니다.
0614.jpg,지금까지 쏠로 였다면 오늘이야말로 연애를 시작할 수 있는 좋은 날입니다.현재 사귀는 이성이 있다 하더라도 그동안 권태기였다면 오늘 다시 새로운 애정이 생기는 날입니다.데이트를 계획하시고 즐기시기 바랍니다.
0615.jpg,애정운이 안 좋은 날입니다.사귀는 사람이 있다 하더라도 갈등이 많아져서 다툼만 생길 수 있으니 데이트를 다음날로 미루는 것이 좋습니다.쏠로라도 역시 별로 좋지 않으므로 신중하게 이성을 만나야 할 것입니다. 누굴 만나도 마음에 들지 못하고 우유부단해 질 수 있기 때문입니다.
0616.jpg,새롬게 만나려는 이성이 있다면 오늘이 아주 가까워 질 수 있는 절호의 기회입니다.오래된 연인들도 오늘은 마치 새로 만나는 연인처럼 감수성이 살아나는 날입니다.오늘은 애정운이 아주 좋은 날이니 오늘을 놓치지 말고 데이트를 즐기시기 바랍니다.
0617.jpg,삼각관계에 빠질 수 있는 날입니다.하지만 당신 주위에 이성은 많을지 몰라도 진심으로 마음을 터놓고 사랑할 사람은 없을 수 있습니다. 실속없이 구설수에만 오를 수 있습니다.조심하시기 바랍니다.
0618.jpg,연인끼리 감정싸움이 심해지는 날입니다. 서로의 사랑에 대해서 회의감이 들고 의심 또한 생기기 때문입니다. 그러나 상대방을 의심하는 상황에서 다툼을 벌린다면 그 다툼은 해결이 되지 않을 것입니다.갈등의 골만 깊어질 것입니다. 상대방의 사랑을 확인하기 전에 당신의 마음을 먼저 점검해 보는 것이 우선입니다.
0619.jpg,현재 연애를 하고 있다 하더라도 그저 그런 마음이 들거나 권태기가 생기는 날입니다.쏠로라도 누구를 만나러 나가야 할지 말아야 할지 마음이 심드렁해지는 날입니다.그렇다고 집에 가만히만 있으면 아무 일도 생기지 않아 더 심심해질 뿐이니분위기 전환을 위해서 데이트를 즐기시는 것이 좋지 않을까요?
0620.jpg,애정이 무르익는 날입니다.가장 행복한 순간이라고 할 수 있습니다.그러므로 쏠로라도 오늘은 그냥 보내지 마시고 소개팅을 하거나 데이트를 즐길 이성을 찾는 것이 좋겠습니다.좋은 결과를 얻을 수 있을 것입니다.
0621.jpg,연인끼리 애정의 갈등이 최고조에 달하는 때입니다. 이별수가 강하게 있습니다.만난지 얼마되지 않은 연인사이라도 오래만난 커플 처럼 권태기를 느끼게 되는 날입니다.서로 의견이 맞지 않아서이지요.서로간의 입장만 주장하지 말고 상대방의 마음을 먼저 헤아리려는 생각도 필요하지 않을까요?
0622.jpg,애정의 완성을 이루는 날이라 할 수 있습니다. 현재 만나는 이성이 있다면 애정의 확신이 들어서 결혼을 생각하게 되는 날입니다.오늘은 애정운이 아주 충만한 날이니쏠로라도 혼자보내지 마시고 소개팅을 하던가 이성을 찾아서 데이트를 즐기시기 바랍니다.
0623.jpg,현재 만나고 있는 이성이 있다면 아직 상대방은 마음의 준비가 되지 않았는데 당신만 먼저 앞서가게 될 수 있습니다. 섣불리 프로포즈를 했다가는 낭패를 볼 수 있습니다. 급할 수록 돌아가라는 말이 있듯이 천천히 가까워지려는 마음을 가져야할 것입니다.현재의 마음이야 사랑하는 마음이 영원할 것 같지만 그 마음이 오래가지 못할 수 있기 때문입니다.
0624.jpg,만나고 있는 이성이 있다 하더라도 자꾸 다른 이성과 비교를 하게 되는 날입니다.그렇게 되면 만족스럽지 못하고 양에 차지 않게 느껴지겠지요.남의 떡은 항상 커 보이게 마련입니다.하지만 조건보다 순수한 사랑을 하고 있다면 그 사랑이야말로 누구와도 비교할 수 없이 큰 사랑일 것입니다.
0625.jpg,애정운이 무난하고 안정된 날입니다.자칫하면 친구인지 연인 사이인지 헷갈릴 정도로 편안한 사이가 될 수 있습니다. 편안한 것도 좋지만 이성끼리 약간의 설레임은 필요한 것이 아닐까요?그 마음이 느슨해 지기 전에 감추어두었던 매력을 발산해 보는 것이 필요할 때입니다.
0626.jpg,당신을 많이 좋아하고 있는 이성이 있습니다.그러나 정작 당신은 다른 사람에게 마음이 가 있기 때문에 상대방의 마음을 읽을 수 없을 것입니다.자칫하면 진심으로 당신을 좋아하는 사람을 놓칠 수도 있을 것입니다.주변을 둘러 보시기 바랍니다.
0627.jpg,이성에게 인기가 많은 당신입니다.그 중에서 특히 오늘은 좋은 사람을 만날 기회가 생길 것입니다.쏠로라면 오늘은 꼭 데이트를 하거나 소개팅을 하시는 것이 좋겠지요.현재 연인 사이라도 오늘은 특히 상대방이 더 멋지게 보일 것입니다. 낭만적인 데이트를 즐기시기 바랍니다.
0628.jpg,애정운이 좋은 날입니다. 지금까지 쏠로였다 해도 오늘은 연애를 시작할 수 있는 좋은 날입니다. 연인 끼리 애정이 식었더라도 다시 연애감정을 느낄 수 있습니다. 오늘은 특히 여행을 가는 것도 좋습니다. 짧게라도 여행을 떠난다면 더 재밌고 로멘틱한 일이 생길 것입니다.
0629.jpg,애정운이 좋지 않은 날입니다. 이별수가 있습니다. 또한 본의 아니게 멀리 떨어지게 될 수도 있습니다. 현재 쏠로인 사람은 오늘은 되도록이면 데이트를 삼가하는 것이 좋습니다. 약간의 사고수도 있기 때문에 데이트가 무산되기도 쉽습니다.오늘은 그저 조용히 집에서 보내면서 그동안 연인에게 못다했던 말들을 편지에 띄어보내는 것도 나쁘지는 않을 것입니다.
0630.jpg,"바쁘게 돌아다닐 일이 있고, 자연스레 이성을 만나게 될 수도 있습니다. 현재 사귀는 사람이 있다면 자칫 삼각관계에 빠질 수 있습니다. 아무리 남의 떡이 커 보여도 마음단속은 잘 해야할 것입니다.하지만 쏠로인 당신에게는 좋은 날입니다. 연애가 시작될 수도 있기 때문입니다. 집에만 있지말고 외출을 서두르십시요."
0631.jpg,이별수가 있는 날입니다. 연인끼리 멀리 떨어지게 되서 어쩔 수 없이 헤어질 수도 있을 것입니다. 그러나 어떤 장벽이 있다 해도 사랑이 있다면 그것을 넘을 것입니다. 또한 주변에 이성이 있기는 해도 누구를 선택해야할지 고민이 되어서 주춤거리는 때입니다. 진심으로 누군가를 사랑하지 않는다는 뜻이기도 할 것입니다. 당신은 현재 진심으로 사랑하고 계시나요?
0632.jpg,현재 사귀고 있는 이성이 있다면 계속 만나야 할지 헤어져야 할지 고민이 되는 때입니다. 또한 새로운 사람을 만나야 할지도 혼란스럽기 때문에 마음의 갈등은 더욱더 심해질 것입니다. 자칫하면 삼각관계로 괴로워질 수도 있습니다. 사랑하지 않는 사이라면 과감하게 정리하는 것도 나쁘지는 않을 것입니다. 여러가지 원인으로 헤어지지 못할 수도 있지만 결국에는 행복하지는 못할 것이기 때문입니다.
0633.jpg,권태기를 느끼는 날입니다. 권태기를 핑계로 다른 이성을 만날 수도 있습니다. 자칫하면 삼각관계에 빠질 수도 있습니다. 마음의 교통정리를 잘 해야할 때입니다. 현재 쏠로 역시 연애운이 좋지 못한때입니다. 감정이 사그라 들고 의욕이 없어지기 때문입니다. 혼자 보다는 사랑하는 사람과 함께 힘든 세사을 헤쳐 나간다면 얼마나 행복한 일인지를 꿈꾼다면 사그라 들었던 감정이 살아나지 않을까요?
0634.jpg,애정운이 왕성한 날입니다. 쏠로라도 외출을 한다면 멋진 이성을 만날 수 있을 것입니다. 외출을 서두르십시요. 연인끼리도 즐겁게 데이트를 할 수 있습니다. 그러나 자칫 너무 넘치다 보면 한 사람에게 만족을 느끼지 못해서 바람이 날 수도 있을 것입니다. 두 사람이 꼭 붙들고 서로만 바라본다면 넘치는 애정을 고스란히 즐길 수 있을 것입니다.
0635.jpg,연인 끼리 최대의 위기를 맞는 날입니다. 이별수가 강하게 있습니다. 두 사람이 멀리 떨어지게 될 수도 있습니다. 몸이 멀어지면 마음도 멀어진다는 말이 있지만 정말로 사랑한다면 장벽쯤은 극복할 수도 있지 않을까요? 당신은 얼마나 사랑하고 계십니까?
0636.jpg,연애운이 좋은 때입니다. 당신을 사랑하는 이성이 많이 생길 수 있습니다. 어쩌면 누구를 선택해야 할지 몰라서 행복한 고민에 빠질 수도 있을 것입니다. 아직은 즐기려는 마음이 강해서 한 사람을 선택하고 싶지 않을 수도 있습니다. 그래도 가장 사랑하는 한 사람만을 골라야겠지요? 당신은 누구를 사랑하시나요?
0637.jpg,연애운이 넘쳐서 탈입니다. 현재 사귀는 사람이 있다 하더라도 또 다른 이성을 만날 수도 있습니다. 주변에 이성을 만날 일이 많으니 누구를 선택해야할지 몰라 행복한 고민에 빠질 수 있습니다.그러다 보면 자칫 한 사람과 오래 만나지 못하고 짧은 만남만 반복될 수도 있습니다. 돈이야 많으면 많을 주록 좋지만 사랑하는 사람은 단 한명이어야 정말로 행복할 것입니다.
0638.jpg,자기의 연인은 양에 안차게 보이고 남의 떡이 더 커보이는 때입니다. 자칫하면 바람이 날 수도 있습니다. 교통정리를 잘 해야할 것입니다. 현재 쏠로라면 당신에게 마음이 있는 이성이 있는데 마음이 약해서 적극적으로 다가오지 못하고 우유부단한 행동을 하고 있답니다. 오늘은 당신이 먼저 다가가서 손을 내밀어 보는 것이 어떨까요?
0639.jpg,"현재 사귀는 이성과는 가장 안정적으로 연애를 할 수 있게 될 것입니다. 그러나 평안함도 잠시, 자칫하면 지루함을 느낄 수 있을 것입니다. 가까운 곳에라도 여행을 간다거나 처음 만났던 장소에 다시가서 데이트를 즐기는 것도 행복한 연애를 오래 즐길 수 있는 방법이 아닐까요? 현재 쏠로라면 오늘은 괜찮은 이성을 만날 수 있는 날이기도 합니다. 적극적으로 데이트를 즐기려는 마음을 먹어야할 것입니다."
0640.jpg,사랑하는 이성에게 고백을 한다면 그 고백이 받아들여져서 연애를 시작할 수 있는 날입니다. 이미 사귀고 있는 커플이라면 결혼까지 생각할 정도로 진전되는 날입니다. 애정운이 무척 좋은 날이니 주저하지 말고 프로포즈를 해 보시기 바랍니다.
0641.jpg,아주 멋진 이성에게 프로포즈를 받을 수 있는 날입니다. 집에만 있지 말고 외출을 서두르십시요.그러나 이미 사귀는 사람이 있는 분에게는 또 다른 이성이 나타날 수가 있습니다. 남의 떡이 커 보이는 것 처럼 새로운 이성의 유혹에 빠질 수도 있을 것입니다. 정말로 사랑하는 마음이 누구에게 가 있는지 점검해야할 때입니다.
0642.jpg,만나는 이성과 친구와 연인 사이같은 애매한 사이가 되기 쉽습니다.연인 사이로 더이상 진전이 안되어 헤어질 위기도 올 수 있습니다.그러나 아직은 서로에게 호감이 많으므로 헤어지기에는 아쉬움이 남을 것입니다.서로의 매력을 조금씩 알아가려 노력한다거나 상대방의 생각을 이해하려 한다면 훨씬더 재밌는 커플이 되지 않을까요?
0643.jpg,사귀는 이성과 서로 의견이 맞지 않아서 갈등이 심해지겠습니다.그러나 서로에게 꼭 필요한 존재들이기에 헤어지지는 못하고 다툼만 계속될 뿐이지요.서로 자존심대결을 하고 있는 것은 아닌가요?쓸데없는 자존심 싸움으로 시간낭비하지 말고 서로의 장점을 바라보는 것은 어떨까요?
0644.jpg,만나고 있는 이성과 쏘울 메이트 처럼 서로 잘 통하고 아껴주는 사이가 되는 날입니다.그러나 너무 친하다 보니 남녀지간의 정은 다소 떨어질 수도 있습니다.저녁때는 분위기를 띄워주는 로멘틱한 곳에서 데이트를 즐긴다면 더할 나위 없이 완벽한 커플이 되겠지요?현재 쏠로에게는 오늘의 애정지수는 그리 높지 않습니다.친구정도를 만나는 날입니다.
0645.jpg,연인끼리 성격차이를 많이 느끼게 될 것입니다.당신도 자존심이 강하지만 상대방 역시 강한 성격이라서 맞지 않습니다.그러나 서로 좋아하는 감정이 있다면 자존심만 부릴 것이 아니라 따뜻한 마음으로 다가가야 하지 않을까요? 맞지 않는 성격을 덮어줄 것은 오로지 사랑일 뿐입니다.
0646.jpg,"만나는 이성과 서로 의견차이가 좁혀지지 않아서 다툼이 생기는 날입니다.오래묵은 갈등이므로 서로 점점 지쳐가게 됩니다.오랫동안 해결되지 않은 문제일 수록 원인부터 찾아야 할 것입니다. 무엇이 문제인지, 서로 사랑하는 것은 맞는지, 서로에게 소중한 존재인지를 신중하게 판단해야 할 것입니다.근본적인 문제가 해결되지 않는다면 앞으로도 변함이 없이 서로에게 상처만 줄 뿐이니까요."
0647.jpg,"애정지수가 60% 정도 되는 무난한 날입니다.연인 사이라면 권태기를 느낄 수도 있고, 쏠로라면 데이트에 성공할 가능성이 높지는 않지요.하지만 안정기에 접어들 때이므로 사실은 오늘이 가장 행복한 날일 수 있습니다.무위(無爲) 의 즐거움을 느껴보시는 것이 어떤가요?"
0648.jpg,애정지수가 80% 정도 되는 높은 날입니다.오늘 데이트를 한다면 서로 마음이 맞아서 편안하고 즐겁게 보낼 수 있습니다.하지만 2% 부족한 면도 없지 않아서 새로운 사람을 만난다면 연인사이로까지 가기는 힘들고 친구처럼 서로를 알아가는 정도가 되겠습니다.결정적인 고백은 받기 힘든 날입니다. 과감한 용기가 필요한 때입니다.
0649.jpg,만나는 이성과 묵은 갈등이 폭발하는 날입니다.이제는 만나봤자 손해만 보는 것 같아서 양보하기 싫은 마음에 더 다툼이 이어질 수 있겠습니다.그러나 묵은 감정을 한 번쯤은 쏟아내는 것이 좋습니다.이번 다툼으로 오히려 두 사람 사이가 더 좋아질 수 있기때문입니다.
0650.jpg,"애정운도 좋지만 우정운도 아주 좋은 날입니다.이성으로 부터 정신적인 도움을 받을 수 있는 좋은 날입니다.현재 당신 옆에 있는 사람은 아주 소중한 사람이니,, 평생 같이 잘 지내도록 공을 들이고 배려심을 발휘해야 하겠습니다."
0651.jpg,사귀는 이성과 서로 잘 맞는 커플인데도 불구하고아웅다웅 싸우게만 되는 날입니다.감정적으로 예민해져 있기 때문입니다. 그동안 쌓였던 욕구불만이 터져서 힘들어지는 날입니다.그러나 그 욕구 불만이 누구에게 원인이 있는지를 냉정하게 따져봐야 할 것입니다. 그러나 사실 쌍방간 반반의 책임이 있을 것입니다. 자기 반성이 먼저 이루어진다면 상대방 역시 마음이 풀어질 것입니다.
0652.jpg,만나고 있는 이성이 양에 차지 않는다는 것을 느끼는 날입니다.편안한 친구같은 사이로 지내는 것은 좋지만 미래를 약속할 정도는 아닌 듯 합니다.좀더 심사숙고해서 만남을 이어가시는 것이 좋겠습니다.
0653.jpg,"만나는 이성이 친구처럼 편안하게만 느껴지는 날입니다.그러다 보니 다른 이성에게 관심이 가게도 될 것입니다.그러나 다른 이성을 만난다고해도 애정운이 별로 좋아지지는 않습니다.자칫하면 친구의 친구를 만나게 된다거나,, 하여 불미스러운 일만 벌어질 수 있습니다. 조심하시기 바랍니다."
0654.jpg,"만나는 이성과 친구와 연인 사이같은 애매한 사이가 되겠습니다.하지만 그 분만큼 당신을 잘 이해해 주고 믿어주는 사람도 없을 것입니다.그래서 다른 이성을 만나게 되더라도 결국에는 다시 돌아오게 될 것입니다.서로에게 가장 필요하고 좋은 사람들이니,,두 사람이 서로 좋은 결실을 맺도록 노력해 보는 것은 어떨까요?"
0655.jpg,현재 만나고 있는 이성이 지적이며 멋진 사람이기도 하지만 예민하고 자존심 강한 분이기도 합니다.그래서 사이좋게 지내기도 하지만 자존심 다툼을 벌이게 되는 경우가 생기는데오늘이 바로 갈등이 많아지는 날입니다.그러나 그 분은 당신에게 아주 괜찮은 사람이기 때문에 당신이 먼저 자존심을 버리고 다가가는 것이 좋을 것입니다.현재 쏠로라면 오늘이 좋은 사람을 만날 수 있는 기회인데 서로 자존심만 부린다면 좋은 사람을 놓칠 수도 있을 것입니다. 기회는 항상 오는 것이 아닙니다. 왔을때 잡으시기 바랍니다.
0700.jpg,"이성을 만나서 즐기게 되는 날입니다. 선물을 받을 수도 있고, 재밌는 일이 생길 수도 있습니다. 하지만 도가 지나치게 될 수도 있습니다. 욕망으로 가는 전차처럼 절제가 안된다면 나중에 후회할 일도 생길 수 있을 것입니다. 즐기는 것도 나쁘지는 않지만 무엇보다 중요한 것이 이성간에는 순수한 사랑이 우선되어야한다는 것도 잊지 말아야겠지요."
0701.jpg,"조건이 좋은 이성을 만나고 싶은 욕심은 많은데 현실상황은 따라주지 않아서 마음이 답답할 따름입니다. 현재 만나는 이성이 있다면 양에 차지 않는다는 생각을 갖게 될 것이고, 데이트 역시 현실적인 장벽으로 무산될 수 있습니다. 이 모든 장애를 극복할 수 있는 것은 오직 사랑일 뿐이지요."
0702.jpg,"오늘 당신은 마음에 드는 이성을 적극적으로 만날 자세가 되 있습니다.마음속으로만 좋아하는 이성이 있다해도 오늘은 용기가 생길 것입니다. 적극적으로 프로포즈를 해 보시기 바랍니다. 단, 물질적인 것도 같이 말이지요. 선물을 준비한다면 성공할 가능성이 더욱더 많답니다."
0703.jpg,누군가를 적극적으로 만나보고 싶은 마음은 있지만 현실적인 장벽으로 인해 새로운 사람을 만나기는 힘든 시기입니다.또한 현재 만나는 이성이 있다 하더라도 서로 양에 차지 않는 것아 다툼만 일어날 수있는 날입니다.이 불편한 현실을 뛰어넘을 수 있는 것은 오직 진실한 사랑일 뿐입니다. 당신은 현재 어떤 사랑을 하고 계신가요?
0704.jpg,이성을 만나서 편안하게 데이트 하기에 힘든 날입니다. 현실적인 상황이 너무 혼란스러워서 만나야 할지 말아야 할지 고민이 될 것입니다. 이럴때 자칫하면 급한 마음에 아무나 사귀게 되어 오히려 더 당신을 힘들게만 할 수 있습니다. 현재 연인 사이라 하더라도 각자의 상황 때문에 다툼이 일어날 수 있습니다. 현실적인 문제가 사실은 욕심에서 비롯된 것일 수 있습니다. 갖고 싶은 것은 많고 갖고 싶은 사람은 있는데 뜻대로 되지 않음이지요. 욕심을 버려야 순수한 사랑을 얻을 수 있을 것입니다.
0705.jpg,연애는 하고 싶은데 주위를 둘러보면 그저 그런 사람만 있어서 실망만하게 되는 때입니다. 눈이 높은 당신입니다. 그러나 정작 행동은 하지 않는 당신이기도 하지요. 주변에서만 찾을 것이 아니라 좀더 적극적으로 이성을 찾아보아야 하지 않을까요? 소개팅을 받아보는 것은 어떤가요? 눈이 높은 만큼 당신자신도 높은 수준을 갖고 계신지요?
0706.jpg,조건이 아주 괜찮은 사람을 만날 수 있습니다.그러나 외적인 조건에만 마음을 뺏기다 보면 사람의 됨됨이를 살피는 것을 잊을 수도 있을 것입니다. 잠깐의 즐거움에만 빠지지 말고 보다 신중하게 상대를 골라야 할 것입니다. 이미 연인 사이라면 선물을 받거나 즐거운 데이트를 즐길 수 있는 날입니다.
0707.jpg,현재 만나는 이성이 있다면 예전과는 달리 당신에게 잘 해주지 않는다는 것을 느끼게되는 날입니다. 권태기가 시작되는 때입니다. 그러나 너무 물질적인 면만을 바랬던 데서 온 결과는 아닌지 생각해 봐야 할 것입니다.쏠로 역시 새로운 사람을 만나기 힘든 때입니다. 양에 차지 않는 사람을 만난다거나 괜찮은 사람임에도 불구하고 꼬이게 될 수 있습니다. 되도록이면 다음날로 미루시는 것이 좋겠습니다.
0708.jpg,여행을 간다면 행운이 생기거나 괜찮은 이성을 만날 수 있습니다.그러나 현재 만나는 이성과는 괜한 다툼이 생길 수 있습니다. 당신에게는 아주 필요한 사람이고 조건도 좋은 사람이지만 자존심 싸움을 벌이는 것이지요.짧은 여행이라도 떠나보는 것이 좋겠습니다.
0709.jpg,현재 만나고 있는 이성이 충분히 잘해주는 사람임에도 불구하고 양에 차지 않아서 자꾸 다툼을 벌리게 되는 날입니다. 욕심이 화를 부르는 것입니다.적당하게 서로 양보하고 상대방을 배려하려는 마음을 가져야 할 때입니다.쏠로라면 순간적으로 즐기려는 이성은 만날 수 있습니다.하지만 진정한 사랑을 찾는 날은 아닙니다.
0710.jpg,현재 만나는 이성이 마음을 몰라준다거나 당신의 뜻대로 따라주지 않아서 답답해 지는 날입니다.그러나 상대방만 당신에게 맞추길 바라는 것은 아닌지요?상대방의 능력과 상황을 이해하는 마음을 갖어야할 것입니다.쏠로라면 오늘은 양에 차지 않는 사람을 만날 수 있습니다. 조건보다는 사랑을 하려는 마음을 먹어야겠습니다.
0711.jpg,더 괜찮은 사람을 만나길 바라지만 현재 만나고 있는 이성도 괜찮고 무난한 사람입니다.너무 욕심을 부리지 말고 현실을 직시하는 것이 우선입니다.쏠로라면 오늘 소개팅을 한다면 무난하고 착실한 사람을 만나는 날입니다. 애정운이 좋은 날이라 할 수 있습니다.
0712.jpg,현재 만나고 있는 이성이 당신에게는 꼭 필요한 사람입니다.조급한 당신을 옆에서 안정적으로 잘 가도록 잡아주는 사람이고 야무진 사람입니다.오늘 소개팅을 하는 당신이라면 현실적이고 계산적인 사람을 만나는 날입니다.좀 냉정해 보일지 모르지만 조급하여 현실을 직시하지 못하는 당신에게는 아주 잘 어울린다 할 수 있지요. 인연을 만들도록 노력해 보시는 것이 좋겠습니다.
0713.jpg,멋진 이성이 당신에게 나타날 것입니다. 당신에게 관심을 보이지만사실은 인기가 너무 많은 분이어서 당신에게만 마음이 있는 것은 아닐 수 있습니다. 바람둥이일 가능성이 많습니다.너무 급하게 상대방에게 마음을 보여주는 것은 상대방의 마음을 금방 식게 만드는 지름길이지요.
0714.jpg,새로운 인연을 만나기가 쉽고 만나자 마자 급하게 진전될 수 있습니다.하지만 빨리 달아오른 불은 빨리 식기 마련이지요. 마음을 반만 보여주고 천천히 가까워지는 것은 어떤가요?오래된 연인사이라도 새롭게 만나는 기분이 들것입니다.교외에 나가서 데이트를 즐긴다면 색다른 즐거움을 느낄 수 있지 않을까요?
0715.jpg,새롭게 만나가는 연인 사이라면 첫번째 갈등이 생기는 날이라 할 수 있습니다.너무 성급하게 가까워졌기때문일 것입니다.그러나 서로를 알아가는 과정이므로 부정적으로 생각하기 보다는 오늘의 갈등을 긍정적으로 생각하고 풀어가려 노력한다면 다시 사이가 좋아질 것이라 봅니다.
0716.jpg,연애의 즐거움에 빠질 수 있는 날입니다.풋사랑 같이 신선함을 느낄 수 있으니 젊은이들이 많이 모이는 곳에 가서 데이트를 즐긴다면 더욱더 신나고 재밌지 않을까요?
0717.jpg,연인끼리 어느정도 서로를 알아간다고 생각했었다면 또다시 난관에 부?H치는 날입니다.서로의 애정에 확신이 없어서 갈등이 많아지겠습니다. 상대방이 나를 얼마나 사랑하고 있나를 의심하기 보다는 당신이 먼저 상대방을 얼마나 사랑하는 지를 깨닫는 것이 우선이 아닐까 합니다.현재 쏠로라면 애정운이 좋지 않은 날이므로 소개팅은 다음날로 미루는 것이 좋겠습니다.
0718.jpg,"연인간의 사소한 갈등을 해결하지 못했다면 오늘은 그것이 원인이 되서 깊은 수렁으로 빠지게 되는 날입니다. 헤어질 위기도 올 수 있습니다. 하지만 사실은 원인은 간단할 것입니다. 문제의 핵심을 찾아야지, 괜한 자존심 다툼만 벌인다면 점점 더 수렁으로 빠지게 될 것입니다.다툼의 원인이 무엇이었는지를 다시한번 생각해 보고, 감정보다는 이성으로 해결하려는 마음을 갖는 것이 중요하겠습니다."
0719.jpg,당신의 마음은 조급한데 상대방은 아직 당신에게 적극적이지 않은 것을 느끼게 되는 날입니다.아직 당신을 사랑하는 마음에 확신이 없어서지요.상대방에게 사랑의 확신을 얻으려면 오히려 당신이 마음이 없는 것 처럼 행동해야 할 것입니다.연애의 법칙은 항상 밀고 당기기니까요.
0720.jpg,애정지수가 아주 높은 날입니다.그러므로 쏠로라면 적극적으로 소개팅을 받는 것이 좋겠습니다. 결과가 아주 좋을 것입니다.현재 만나고 있는 이성이 있다면 마음이 맞아서 즐겁게 보낼 수 있습니다. 오늘을 놓치지 마시고 프로포즈를 해 보시기 바랍니다.
0721.jpg,"연인끼리 갈등에 쌓이게 되는 날입니다.서로를 충분히 알고 있다 생각했고, 결혼까지도 생각했었다면 회의감이 드는 때가 되겠습니다.서로를 믿지 못하게 되고 마음은 조급해 지고,, 많이 혼란스러운 날이지요.그러나 만난 시간 보다 각자 살아온 시간이 더 많기에 서로 맞추고 이해한다는 것은 사실은 힘든 일인지도 모릅니다.초심으로 돌아가서 처음만날때의 이유를 생각해 보시고 그 이유가 아직도 유효하다면 다시 사랑으로 서로를 감싸안아야 할 것입니다."
0722.jpg,이성과 만난지 얼마되지 않았더라도 사이가 아주 가까워지는 날입니다.결혼얘기까지 오갈 수 있습니다.그러나 좀 조급한 감이 없지 않지요. 좀 더 만나본 후에 신중하게 결정을 지어야할 것입니다. 현재 쏠로라도 오늘은 급속도로 가까워 질수 있는 절호의 기회입니다.집에만 있지 말고 밖에 나가는 것은 어떨까요?
0723.jpg,누군가를 만난다면 첫눈에 반할 수 있는 날입니다.조급한 마음에 급속도로 가까워지는 것이지요. 그러나 눈에 콩깍지가 빨리 벗겨질 수 있다는 단점도 갖고 있습니다. 좋아하는 마음을 반만 보여주는 것이 오래 가는 커플이 될 지름길이라 할 수 있습니다.
0724.jpg,현재 만나는 이성이 있다면 처음에는 괜찮은 듯 보였지만 지금은 양에 차지 않게 느껴지는 날입니다. 특히 상대방이 소심하게 행동하는 것이 마음에 들지 않을 수도 있습니다.그러나 조급한 마음을 갖고 있는 당신에게는 오히려 맞는 짝일 수 있습니다.오늘 이성과 첫 만남을 갖는다면 생각보다 상대방이 마음을 열지 않을 수도 있습니다.그러나 조급함을 버리고 천천히 가까워 지도록 노력해 보신다면 나중에는 결과가 좋을 수 있겠습니다.
0725.jpg,현재 만나는 이성은 괜찮고 무난한 분입니다.그러나 보다 재밌는 것을 추구하는 당신에게는 좀 심심하다고 느낄 수 있는 날입니다.상대방만 탓할 것이아니라 당신이 먼저 재밌는 이벤트를 준비한다든가 낭만적인 분위기를 만들어 데이트를 해 보심이 어떤가요?오늘 새로운 인연을 만난다면 어느정도 마음이 통하는 사이가 되겠습니다.
0726.jpg,"성격급하고 마음이 쉽게 변하는 당신에게 오늘 만나는 이성은 아주 괜찮은 사람이고진지한 연애감정을 느끼게 해줄 수 있는 , 인연이 깊은 사람이 되겠습니다.그러나 상대방은 조심성이 많은 분이어서 쉽게 마음을 열지 않을 수도 있습니다.천천히 서로를 알아가는 것도 연애의 즐거움이 아닐까 합니다."
0727.jpg,현재 만나고 있는 이성이 있다면서로 사랑하는 것은 맞지만 자존심을 부리느라 다툼이 심해질 수 있는 날입니다.그러나 상대방은 당신에게 아주 잘 맞는 사람이고그 분보다 더 괜찮은 사람을 만나기는 힘들 것입니다.괜한 자존심을 버리고 있을때 잘하시기 바랍니다.
